px,pz,end_speed,pitch_type,b_score,ab_id,b_count,s_count,outs,pitch_num,on_1b,on_2b,on_3b,pitch_type_code,year,inning,p_score,type_B,type_S,type_X,stand_L,stand_R
-0.897,2.074,80.2,2,2.0,2016060320,2.0,1.0,2.0,4.0,1.0,0.0,0.0,BR,2016,8,7,0,1,0,0,1
-0.07,1.297,79.1,3,2.0,2016060320,2.0,2.0,2.0,5.0,1.0,0.0,0.0,OS,2016,8,7,0,1,0,0,1
0.131,2.032,87.7,1,2.0,2016060320,2.0,2.0,2.0,6.0,1.0,0.0,0.0,FB,2016,8,7,0,0,1,0,1
-0.6,2.588,83.5,1,0.0,2016067468,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,1,4,0,1,0,1,0
-0.8170000000000001,2.496,84.8,1,0.0,2016067468,0.0,1.0,0.0,2.0,0.0,0.0,0.0,FB,2016,1,4,0,1,0,1,0
0.26899999999999996,0.332,71.5,2,0.0,2016067468,0.0,2.0,0.0,3.0,0.0,0.0,0.0,BR,2016,1,4,0,1,0,1,0
0.205,2.266,81.0,2,0.0,2016067469,0.0,0.0,1.0,1.0,0.0,0.0,0.0,BR,2016,1,4,0,1,0,0,1
0.684,1.1420000000000001,86.6,1,0.0,2016067469,0.0,1.0,1.0,2.0,0.0,0.0,0.0,FB,2016,1,4,1,0,0,0,1
0.406,2.401,80.6,2,0.0,2016067469,1.0,1.0,1.0,3.0,0.0,0.0,0.0,BR,2016,1,4,0,1,0,0,1
0.205,1.531,86.0,1,0.0,2016067469,1.0,2.0,1.0,4.0,0.0,0.0,0.0,FB,2016,1,4,0,0,1,0,1
0.444,1.923,85.4,1,0.0,2016067470,0.0,0.0,2.0,1.0,0.0,0.0,0.0,FB,2016,1,4,0,1,0,0,1
0.21899999999999997,2.028,81.7,2,0.0,2016067470,0.0,1.0,2.0,2.0,0.0,0.0,0.0,BR,2016,1,4,0,0,1,0,1
0.22899999999999998,1.828,84.5,1,0.0,2016067479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,2,6,0,1,0,0,1
0.495,0.14300000000000002,81.2,1,0.0,2016067479,0.0,1.0,0.0,2.0,0.0,0.0,0.0,FB,2016,2,6,1,0,0,0,1
1.034,2.502,86.0,1,0.0,2016067479,1.0,1.0,0.0,3.0,0.0,0.0,0.0,FB,2016,2,6,1,0,0,0,1
0.24,2.555,80.9,2,0.0,2016067479,2.0,1.0,0.0,4.0,0.0,0.0,0.0,BR,2016,2,6,0,0,1,0,1
-0.38299999999999995,3.1,85.6,1,0.0,2016067480,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,2,6,0,1,0,1,0
-0.198,3.5639999999999996,82.2,1,0.0,2016067480,0.0,1.0,1.0,2.0,0.0,0.0,0.0,FB,2016,2,6,1,0,0,1,0
-1.399,3.5989999999999998,85.9,1,0.0,2016067480,1.0,1.0,1.0,3.0,0.0,0.0,0.0,FB,2016,2,6,1,0,0,1,0
-0.33299999999999996,1.953,73.9,2,0.0,2016067480,2.0,1.0,1.0,4.0,0.0,0.0,0.0,BR,2016,2,6,0,1,0,1,0
0.188,2.944,86.9,1,0.0,2016067480,2.0,2.0,1.0,5.0,0.0,0.0,0.0,FB,2016,2,6,0,1,0,1,0
0.742,1.368,80.6,3,0.0,2016067480,2.0,2.0,1.0,6.0,0.0,0.0,0.0,OS,2016,2,6,1,0,0,1,0
0.182,2.303,87.2,1,0.0,2016067480,3.0,2.0,1.0,7.0,0.0,0.0,0.0,FB,2016,2,6,0,1,0,1,0
-0.034,2.543,87.4,1,0.0,2016067480,3.0,2.0,1.0,8.0,0.0,0.0,0.0,FB,2016,2,6,0,1,0,1,0
0.598,2.9989999999999997,83.4,1,0.0,2016067480,3.0,2.0,1.0,9.0,0.0,0.0,0.0,FB,2016,2,6,0,0,1,1,0
-0.138,1.839,85.0,1,0.0,2016067481,0.0,0.0,2.0,1.0,0.0,0.0,0.0,FB,2016,2,6,0,1,0,1,0
-1.217,3.247,73.4,2,0.0,2016067481,0.0,1.0,2.0,2.0,0.0,0.0,0.0,BR,2016,2,6,1,0,0,1,0
-0.685,4.516,85.8,1,0.0,2016067481,1.0,1.0,2.0,3.0,0.0,0.0,0.0,FB,2016,2,6,1,0,0,1,0
-0.8009999999999999,2.298,86.3,1,0.0,2016067481,2.0,1.0,2.0,4.0,0.0,0.0,0.0,FB,2016,2,6,0,1,0,1,0
0.469,0.657,78.8,3,0.0,2016067481,2.0,2.0,2.0,5.0,0.0,0.0,0.0,OS,2016,2,6,1,0,0,1,0
-0.078,2.543,87.5,1,0.0,2016067481,3.0,2.0,2.0,6.0,0.0,0.0,0.0,FB,2016,2,6,0,0,1,1,0
-0.375,2.888,84.9,1,0.0,2016067488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,3,7,0,1,0,0,1
0.562,2.775,79.8,2,0.0,2016067488,0.0,1.0,0.0,2.0,0.0,0.0,0.0,BR,2016,3,7,0,1,0,0,1
0.22899999999999998,1.3530000000000002,78.7,2,0.0,2016067488,0.0,2.0,0.0,3.0,0.0,0.0,0.0,BR,2016,3,7,0,1,0,0,1
0.287,1.395,86.4,1,0.0,2016067489,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,3,7,1,0,0,1,0
0.239,2.1430000000000002,86.6,1,0.0,2016067489,1.0,0.0,1.0,2.0,0.0,0.0,0.0,FB,2016,3,7,0,0,1,1,0
0.212,2.206,85.6,1,0.0,2016067490,0.0,0.0,2.0,1.0,0.0,0.0,0.0,FB,2016,3,7,0,1,0,0,1
-0.675,3.9210000000000003,78.9,2,0.0,2016067490,0.0,1.0,2.0,2.0,0.0,0.0,0.0,BR,2016,3,7,0,1,0,0,1
-0.326,2.273,78.3,3,0.0,2016067490,0.0,2.0,2.0,3.0,0.0,0.0,0.0,OS,2016,3,7,0,1,0,0,1
-0.97,3.5389999999999997,87.9,1,0.0,2016067490,0.0,2.0,2.0,4.0,0.0,0.0,0.0,FB,2016,3,7,0,1,0,0,1
1.209,1.96,71.8,2,0.0,2016067494,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BR,2016,4,7,1,0,0,1,0
-0.6729999999999999,2.144,85.7,1,0.0,2016067494,1.0,0.0,0.0,2.0,0.0,0.0,0.0,FB,2016,4,7,0,0,1,1,0
0.9590000000000001,1.43,79.7,1,0.0,2016067495,0.0,0.0,0.0,1.0,0.0,1.0,0.0,FB,2016,4,7,1,0,0,0,1
0.745,0.8140000000000001,80.4,1,0.0,2016067495,1.0,0.0,0.0,2.0,0.0,1.0,0.0,FB,2016,4,7,1,0,0,0,1
0.265,2.7960000000000003,85.7,1,0.0,2016067495,2.0,0.0,0.0,3.0,0.0,1.0,0.0,FB,2016,4,7,0,1,0,0,1
-0.503,2.2640000000000002,87.3,1,0.0,2016067495,2.0,1.0,0.0,4.0,0.0,1.0,0.0,FB,2016,4,7,0,1,0,0,1
-0.638,1.9880000000000002,78.6,3,0.0,2016067495,2.0,2.0,0.0,5.0,0.0,1.0,0.0,OS,2016,4,7,0,0,1,0,1
-0.623,3.427,86.6,1,0.0,2016067496,0.0,0.0,1.0,1.0,0.0,1.0,0.0,FB,2016,4,7,0,1,0,0,1
0.627,1.857,87.8,1,0.0,2016067496,0.0,1.0,1.0,2.0,0.0,1.0,0.0,FB,2016,4,7,0,1,0,0,1
-0.003,0.993,78.3,3,0.0,2016067496,0.0,2.0,1.0,3.0,0.0,1.0,0.0,OS,2016,4,7,0,1,0,0,1
0.682,2.145,86.8,1,0.0,2016067497,0.0,0.0,2.0,1.0,0.0,1.0,0.0,FB,2016,4,7,0,1,0,0,1
0.175,1.228,88.4,1,0.0,2016067497,0.0,1.0,2.0,2.0,0.0,1.0,0.0,FB,2016,4,7,1,0,0,0,1
0.8690000000000001,1.65,80.5,3,0.0,2016067497,1.0,1.0,2.0,3.0,0.0,1.0,0.0,OS,2016,4,7,0,0,1,0,1
-0.795,3.207,84.0,1,0.0,2016067501,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,5,7,0,1,0,1,0
-0.33299999999999996,2.615,82.6,1,0.0,2016067501,0.0,1.0,0.0,2.0,0.0,0.0,0.0,FB,2016,5,7,0,1,0,1,0
0.483,0.35100000000000003,78.7,3,0.0,2016067501,0.0,2.0,0.0,3.0,0.0,0.0,0.0,OS,2016,5,7,1,0,0,1,0
0.441,1.308,80.7,3,0.0,2016067501,1.0,2.0,0.0,4.0,0.0,0.0,0.0,OS,2016,5,7,0,0,1,1,0
-1.071,2.501,85.4,1,0.0,2016067502,0.0,0.0,0.0,1.0,1.0,0.0,0.0,FB,2016,5,7,0,1,0,1,0
-1.9180000000000001,3.6,74.4,2,0.0,2016067502,0.0,1.0,0.0,2.0,1.0,0.0,0.0,BR,2016,5,7,1,0,0,1,0
0.042,1.361,87.5,1,0.0,2016067502,1.0,1.0,0.0,3.0,1.0,0.0,0.0,FB,2016,5,7,1,0,0,1,0
0.49700000000000005,1.266,79.3,3,0.0,2016067502,2.0,1.0,0.0,4.0,1.0,0.0,0.0,OS,2016,5,7,1,0,0,1,0
-1.153,1.8619999999999999,87.5,1,0.0,2016067502,3.0,1.0,0.0,5.0,1.0,0.0,0.0,FB,2016,5,7,0,1,0,1,0
-0.489,2.742,86.5,1,0.0,2016067502,3.0,2.0,0.0,6.0,1.0,0.0,0.0,FB,2016,5,7,0,1,0,1,0
0.17300000000000001,2.537,87.8,1,0.0,2016067502,3.0,2.0,0.0,7.0,1.0,0.0,0.0,FB,2016,5,7,0,1,0,1,0
-1.389,2.609,88.1,1,0.0,2016067502,3.0,2.0,0.0,8.0,1.0,0.0,0.0,FB,2016,5,7,0,1,0,1,0
-1.29,3.105,80.2,3,0.0,2016067502,3.0,2.0,0.0,9.0,1.0,0.0,0.0,OS,2016,5,7,1,0,0,1,0
-0.488,2.662,81.6,2,0.0,2016067503,0.0,0.0,0.0,1.0,1.0,1.0,0.0,BR,2016,5,7,0,1,0,0,1
0.759,1.494,81.1,1,0.0,2016067503,0.0,1.0,0.0,2.0,1.0,1.0,0.0,FB,2016,5,7,0,0,1,0,1
-1.285,3.071,74.1,2,0.0,2016067504,0.0,0.0,1.0,1.0,1.0,1.0,0.0,BR,2016,5,7,1,0,0,1,0
0.018000000000000002,1.931,79.3,3,0.0,2016067504,1.0,0.0,1.0,2.0,1.0,1.0,0.0,OS,2016,5,7,0,1,0,1,0
-0.705,3.616,87.6,1,0.0,2016067504,1.0,1.0,1.0,3.0,1.0,1.0,0.0,FB,2016,5,7,0,1,0,1,0
0.113,2.2159999999999997,87.4,1,0.0,2016067504,1.0,2.0,1.0,4.0,1.0,1.0,0.0,FB,2016,5,7,0,1,0,1,0
-0.366,1.391,78.5,3,0.0,2016067504,1.0,2.0,1.0,5.0,1.0,1.0,0.0,OS,2016,5,7,0,1,0,1,0
-1.113,2.484,79.7,2,0.0,2016067505,0.0,0.0,2.0,1.0,1.0,1.0,0.0,BR,2016,5,7,0,1,0,0,1
-0.542,2.835,87.1,1,0.0,2016067505,0.0,1.0,2.0,2.0,1.0,1.0,0.0,FB,2016,5,7,0,0,1,0,1
-0.301,3.198,83.1,1,0.0,2016067511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,6,7,0,1,0,1,0
-0.163,2.2119999999999997,79.9,2,0.0,2016067511,0.0,1.0,0.0,2.0,0.0,0.0,0.0,BR,2016,6,7,0,1,0,1,0
-0.7609999999999999,1.297,81.6,1,0.0,2016067511,0.0,2.0,0.0,3.0,0.0,0.0,0.0,FB,2016,6,7,1,0,0,1,0
1.24,2.7960000000000003,85.3,1,0.0,2016067511,1.0,2.0,0.0,4.0,0.0,0.0,0.0,FB,2016,6,7,1,0,0,1,0
-0.18,1.423,78.5,3,0.0,2016067511,2.0,2.0,0.0,5.0,0.0,0.0,0.0,OS,2016,6,7,0,0,1,1,0
1.413,0.545,86.3,1,0.0,2016067512,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,6,7,1,0,0,0,1
0.496,1.745,85.6,1,0.0,2016067512,1.0,0.0,1.0,2.0,0.0,0.0,0.0,FB,2016,6,7,0,1,0,0,1
0.078,1.34,79.2,2,0.0,2016067512,1.0,1.0,1.0,3.0,0.0,0.0,0.0,BR,2016,6,7,0,0,1,0,1
1.026,0.28300000000000003,70.4,2,0.0,2016067513,0.0,0.0,2.0,1.0,0.0,0.0,0.0,BR,2016,6,7,1,0,0,0,1
-1.703,3.591,77.6,2,0.0,2016067513,1.0,0.0,2.0,2.0,0.0,0.0,0.0,BR,2016,6,7,1,0,0,0,1
-0.177,2.738,85.9,1,0.0,2016067513,2.0,0.0,2.0,3.0,0.0,0.0,0.0,FB,2016,6,7,0,1,0,0,1
-0.467,2.803,86.5,1,0.0,2016067513,2.0,1.0,2.0,4.0,0.0,0.0,0.0,FB,2016,6,7,0,0,1,0,1
-0.9840000000000001,2.892,86.7,1,0.0,2016067514,0.0,0.0,2.0,1.0,1.0,0.0,0.0,FB,2016,6,7,0,0,1,0,1
-2.167,2.6430000000000002,84.5,1,0.0,2016067518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,7,7,1,0,0,1,0
-0.51,2.6,86.2,1,0.0,2016067518,1.0,0.0,0.0,2.0,0.0,0.0,0.0,FB,2016,7,7,0,0,1,1,0
0.568,2.138,85.4,1,0.0,2016067519,0.0,0.0,0.0,1.0,1.0,0.0,0.0,FB,2016,7,7,0,0,1,1,0
1.016,1.8969999999999998,85.7,1,0.0,2016067520,0.0,0.0,1.0,1.0,1.0,0.0,0.0,FB,2016,7,7,1,0,0,0,1
1.156,1.7719999999999998,80.7,2,0.0,2016067520,1.0,0.0,1.0,2.0,1.0,0.0,0.0,BR,2016,7,7,0,1,0,0,1
0.2,1.671,86.0,1,0.0,2016067520,1.0,1.0,1.0,3.0,1.0,0.0,0.0,FB,2016,7,7,0,0,1,0,1
0.40299999999999997,2.366,73.0,2,0.0,2016067521,0.0,0.0,2.0,1.0,1.0,0.0,0.0,BR,2016,7,7,0,1,0,1,0
0.7120000000000001,1.493,86.2,1,0.0,2016067521,0.0,1.0,2.0,2.0,1.0,0.0,0.0,FB,2016,7,7,1,0,0,1,0
-0.256,1.939,79.8,3,0.0,2016067521,1.0,1.0,2.0,3.0,1.0,0.0,0.0,OS,2016,7,7,0,1,0,1,0
0.499,2.294,86.7,1,0.0,2016067521,1.0,2.0,2.0,4.0,1.0,0.0,0.0,FB,2016,7,7,0,1,0,1,0
-1.341,0.927,79.6,3,0.0,2016067521,1.0,2.0,2.0,5.0,1.0,0.0,0.0,OS,2016,7,7,1,0,0,1,0
0.061,1.329,84.2,1,0.0,2016067521,2.0,2.0,2.0,6.0,1.0,0.0,0.0,FB,2016,7,7,0,1,0,1,0
-1.45,3.5,85.6,1,0.0,2016071630,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,1,0,1,0,0,1,0
-0.09,1.73,85.8,1,0.0,2016071630,1.0,0.0,0.0,2.0,0.0,0.0,0.0,FB,2016,1,0,0,1,0,1,0
-0.71,3.28,86.4,1,0.0,2016071630,1.0,1.0,0.0,3.0,0.0,0.0,0.0,FB,2016,1,0,0,1,0,1,0
1.18,1.42,83.6,2,0.0,2016071630,1.0,2.0,0.0,4.0,0.0,0.0,0.0,BR,2016,1,0,0,1,0,1,0
0.74,2.81,85.6,1,0.0,2016071631,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,1,0,0,1,0,1,0
0.43,4.01,86.4,1,0.0,2016071631,0.0,1.0,1.0,2.0,0.0,0.0,0.0,FB,2016,1,0,1,0,0,1,0
0.53,1.84,82.9,2,0.0,2016071631,1.0,1.0,1.0,3.0,0.0,0.0,0.0,BR,2016,1,0,0,1,0,1,0
-0.8,2.13,88.5,1,0.0,2016071631,1.0,2.0,1.0,4.0,0.0,0.0,0.0,FB,2016,1,0,0,1,0,1,0
1.32,2.09,80.1,2,0.0,2016071632,0.0,0.0,2.0,1.0,0.0,0.0,0.0,BR,2016,1,0,1,0,0,0,1
-0.29,2.86,87.4,1,0.0,2016071632,1.0,0.0,2.0,2.0,0.0,0.0,0.0,FB,2016,1,0,0,1,0,0,1
0.95,1.88,80.5,2,0.0,2016071632,1.0,1.0,2.0,3.0,0.0,0.0,0.0,BR,2016,1,0,0,1,0,0,1
-0.4,0.55,77.9,3,0.0,2016071632,1.0,2.0,2.0,4.0,0.0,0.0,0.0,OS,2016,1,0,1,0,0,0,1
1.66,1.72,89.2,1,0.0,2016071632,2.0,2.0,2.0,5.0,0.0,0.0,0.0,FB,2016,1,0,1,0,0,0,1
0.29,1.99,88.1,1,0.0,2016071632,3.0,2.0,2.0,6.0,0.0,0.0,0.0,FB,2016,1,0,0,1,0,0,1
-1.59,3.0,86.1,1,0.0,2016071637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,2,0,1,0,0,1,0
-2.69,3.83,76.7,3,0.0,2016071637,1.0,0.0,0.0,2.0,0.0,0.0,0.0,OS,2016,2,0,1,0,0,1,0
-0.74,2.61,76.8,3,0.0,2016071637,2.0,0.0,0.0,3.0,0.0,0.0,0.0,OS,2016,2,0,0,1,0,1,0
-0.23,3.55,86.5,1,0.0,2016071637,2.0,1.0,0.0,4.0,0.0,0.0,0.0,FB,2016,2,0,0,1,0,1,0
-0.79,2.53,88.6,1,0.0,2016071637,2.0,2.0,0.0,5.0,0.0,0.0,0.0,FB,2016,2,0,0,1,0,1,0
0.44,3.59,74.6,2,0.0,2016071638,0.0,0.0,1.0,1.0,0.0,0.0,0.0,BR,2016,2,0,1,0,0,1,0
0.31,3.13,87.3,1,0.0,2016071638,1.0,0.0,1.0,2.0,0.0,0.0,0.0,FB,2016,2,0,0,0,1,1,0
-1.16,3.31,87.7,1,0.0,2016071639,0.0,0.0,2.0,1.0,0.0,0.0,0.0,FB,2016,2,0,1,0,0,1,0
-0.35,2.26,79.7,3,0.0,2016071639,1.0,0.0,2.0,2.0,0.0,0.0,0.0,OS,2016,2,0,0,1,0,1,0
0.15,2.73,88.5,1,0.0,2016071639,1.0,1.0,2.0,3.0,0.0,0.0,0.0,FB,2016,2,0,0,1,0,1,0
1.78,-0.23,84.8,2,0.0,2016071639,1.0,2.0,2.0,4.0,0.0,0.0,0.0,BR,2016,2,0,1,0,0,1,0
-0.27,2.33,88.1,1,0.0,2016071639,2.0,2.0,2.0,5.0,0.0,0.0,0.0,FB,2016,2,0,0,1,0,1,0
-1.26,2.14,88.8,1,0.0,2016071639,2.0,2.0,2.0,6.0,0.0,0.0,0.0,FB,2016,2,0,0,1,0,1,0
0.69,2.62,74.5,2,0.0,2016071645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BR,2016,3,0,1,0,0,1,0
-0.24,2.05,87.1,1,0.0,2016071645,1.0,0.0,0.0,2.0,0.0,0.0,0.0,FB,2016,3,0,0,1,0,1,0
0.95,1.86,88.0,1,0.0,2016071645,1.0,1.0,0.0,3.0,0.0,0.0,0.0,FB,2016,3,0,1,0,0,1,0
-1.09,2.41,87.2,1,0.0,2016071645,2.0,1.0,0.0,4.0,0.0,0.0,0.0,FB,2016,3,0,0,1,0,1,0
-0.86,1.9,80.9,3,0.0,2016071645,2.0,2.0,0.0,5.0,0.0,0.0,0.0,OS,2016,3,0,0,1,0,1,0
-0.28,1.45,88.2,1,0.0,2016071646,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,3,0,1,0,0,0,1
1.46,2.11,82.0,2,0.0,2016071646,1.0,0.0,1.0,2.0,0.0,0.0,0.0,BR,2016,3,0,1,0,0,0,1
0.22,1.68,82.9,2,0.0,2016071646,2.0,0.0,1.0,3.0,0.0,0.0,0.0,BR,2016,3,0,0,1,0,0,1
-0.2,2.59,88.8,1,0.0,2016071646,2.0,1.0,1.0,4.0,0.0,0.0,0.0,FB,2016,3,0,0,1,0,0,1
-0.57,1.84,89.1,1,0.0,2016071646,2.0,2.0,1.0,5.0,0.0,0.0,0.0,FB,2016,3,0,0,1,0,0,1
0.03,2.79,88.4,1,0.0,2016071647,0.0,0.0,2.0,1.0,0.0,0.0,0.0,FB,2016,3,0,0,1,0,0,1
-0.83,2.91,89.4,1,0.0,2016071647,0.0,1.0,2.0,2.0,0.0,0.0,0.0,FB,2016,3,0,0,1,0,0,1
-0.13,1.64,82.8,2,0.0,2016071647,0.0,2.0,2.0,3.0,0.0,0.0,0.0,BR,2016,3,0,0,1,0,0,1
0.86,3.35,74.6,2,0.0,2016071653,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BR,2016,4,1,1,0,0,1,0
0.39,1.91,79.5,3,0.0,2016071653,1.0,0.0,0.0,2.0,0.0,0.0,0.0,OS,2016,4,1,0,1,0,1,0
0.51,2.53,86.9,1,0.0,2016071653,1.0,1.0,0.0,3.0,0.0,0.0,0.0,FB,2016,4,1,0,1,0,1,0
-0.28,3.04,87.5,1,0.0,2016071653,1.0,2.0,0.0,4.0,0.0,0.0,0.0,FB,2016,4,1,0,1,0,1,0
0.82,-0.41,79.5,3,0.0,2016071653,1.0,2.0,0.0,5.0,0.0,0.0,0.0,OS,2016,4,1,1,0,0,1,0
-0.56,2.31,88.8,1,0.0,2016071653,2.0,2.0,0.0,6.0,0.0,0.0,0.0,FB,2016,4,1,0,1,0,1,0
0.67,0.74,84.4,1,0.0,2016071653,2.0,2.0,0.0,7.0,0.0,0.0,0.0,FB,2016,4,1,1,0,0,1,0
0.39,1.02,80.9,3,0.0,2016071653,3.0,2.0,0.0,8.0,0.0,0.0,0.0,OS,2016,4,1,0,1,0,1,0
1.12,1.31,88.2,1,0.0,2016071654,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,4,1,1,0,0,1,0
0.03,2.24,75.6,2,0.0,2016071654,1.0,0.0,1.0,2.0,0.0,0.0,0.0,BR,2016,4,1,0,1,0,1,0
0.75,1.49,88.3,1,0.0,2016071654,1.0,1.0,1.0,3.0,0.0,0.0,0.0,FB,2016,4,1,0,0,1,1,0
0.85,0.52,81.9,1,0.0,2016071655,0.0,0.0,2.0,1.0,0.0,0.0,0.0,FB,2016,4,1,1,0,0,0,1
-1.16,3.21,87.6,1,0.0,2016071655,1.0,0.0,2.0,2.0,0.0,0.0,0.0,FB,2016,4,1,0,0,1,0,1
-1.61,3.74,73.9,2,0.0,2016071659,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BR,2016,5,1,1,0,0,1,0
-2.15,2.56,87.1,1,0.0,2016071659,1.0,0.0,0.0,2.0,0.0,0.0,0.0,FB,2016,5,1,1,0,0,1,0
-0.33,3.07,87.1,1,0.0,2016071659,2.0,0.0,0.0,3.0,0.0,0.0,0.0,FB,2016,5,1,0,0,1,1,0
-0.67,2.13,87.6,1,0.0,2016071660,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,5,1,0,0,1,1,0
-0.63,2.51,73.1,2,0.0,2016071661,0.0,0.0,2.0,1.0,0.0,0.0,0.0,BR,2016,5,1,0,1,0,1,0
-1.17,2.47,88.2,1,0.0,2016071661,0.0,1.0,2.0,2.0,0.0,0.0,0.0,FB,2016,5,1,0,1,0,1,0
-2.01,1.76,79.4,3,0.0,2016071661,0.0,2.0,2.0,3.0,0.0,0.0,0.0,OS,2016,5,1,1,0,0,1,0
0.19,2.75,89.0,1,0.0,2016071661,1.0,2.0,2.0,4.0,0.0,0.0,0.0,FB,2016,5,1,0,1,0,1,0
-0.2,1.18,82.9,2,0.0,2016071661,1.0,2.0,2.0,5.0,0.0,0.0,0.0,BR,2016,5,1,0,0,1,1,0
-1.56,2.88,86.2,1,0.0,2016071668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,6,1,1,0,0,1,0
-0.91,3.53,73.1,2,0.0,2016071668,1.0,0.0,0.0,2.0,0.0,0.0,0.0,BR,2016,6,1,1,0,0,1,0
0.48,2.9,86.4,1,0.0,2016071668,2.0,0.0,0.0,3.0,0.0,0.0,0.0,FB,2016,6,1,0,1,0,1,0
-0.08,2.19,88.3,1,0.0,2016071668,2.0,1.0,0.0,4.0,0.0,0.0,0.0,FB,2016,6,1,0,1,0,1,0
-0.86,3.18,88.4,1,0.0,2016071668,2.0,2.0,0.0,5.0,0.0,0.0,0.0,FB,2016,6,1,0,0,1,1,0
-0.65,2.05,80.6,2,0.0,2016071669,0.0,0.0,1.0,1.0,0.0,0.0,0.0,BR,2016,6,1,0,1,0,0,1
-1.41,3.29,87.7,1,0.0,2016071669,0.0,1.0,1.0,2.0,0.0,0.0,0.0,FB,2016,6,1,1,0,0,0,1
0.61,1.68,87.3,1,0.0,2016071669,1.0,1.0,1.0,3.0,0.0,0.0,0.0,FB,2016,6,1,1,0,0,0,1
-1.22,2.85,87.6,1,0.0,2016071669,2.0,1.0,1.0,4.0,0.0,0.0,0.0,FB,2016,6,1,0,1,0,0,1
1.38,0.37,79.4,3,0.0,2016071669,2.0,2.0,1.0,5.0,0.0,0.0,0.0,OS,2016,6,1,1,0,0,0,1
-0.46,2.71,82.4,2,0.0,2016071669,3.0,2.0,1.0,6.0,0.0,0.0,0.0,BR,2016,6,1,0,1,0,0,1
0.38,1.48,81.5,2,0.0,2016071669,3.0,2.0,1.0,7.0,0.0,0.0,0.0,BR,2016,6,1,0,1,0,0,1
-0.2,3.15,87.1,1,0.0,2016071669,3.0,2.0,1.0,8.0,0.0,0.0,0.0,FB,2016,6,1,0,1,0,0,1
-0.06,3.02,81.7,2,0.0,2016071669,3.0,2.0,1.0,9.0,0.0,0.0,0.0,BR,2016,6,1,0,0,1,0,1
0.1,1.78,87.8,1,1.0,2016071670,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,6,1,0,0,1,0,1
-0.23,1.4,77.6,3,1.0,2016071671,0.0,0.0,2.0,1.0,0.0,0.0,0.0,OS,2016,6,1,0,1,0,1,0
-1.05,3.39,86.0,1,1.0,2016071671,0.0,1.0,2.0,2.0,0.0,0.0,0.0,FB,2016,6,1,1,0,0,1,0
-0.79,2.36,86.9,1,1.0,2016071671,1.0,1.0,2.0,3.0,0.0,0.0,0.0,FB,2016,6,1,0,1,0,1,0
-0.7,2.86,88.1,1,1.0,2016071671,1.0,2.0,2.0,4.0,0.0,0.0,0.0,FB,2016,6,1,0,1,0,1,0
-1.04,2.57,85.3,1,1.0,2016071679,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FB,2016,7,4,0,0,1,1,0
-0.14,2.57,84.9,1,1.0,2016071680,0.0,0.0,1.0,1.0,0.0,0.0,0.0,FB,2016,7,4,0,1,0,0,1
1.85,0.35,81.6,2,1.0,2016071680,0.0,1.0,1.0,2.0,0.0,0.0,0.0,BR,2016,7,4,1,0,0,0,1
0.52,1.64,78.9,3,1.0,2016071680,1.0,1.0,1.0,3.0,0.0,0.0,0.0,OS,2016,7,4,0,1,0,0,1
1.29,1.97,87.3,1,1.0,2016071680,1.0,2.0,1.0,4.0,0.0,0.0,0.0,FB,2016,7,4,1,0,0,0,1
0.57,1.2,80.4,2,1.0,2016071680,2.0,2.0,1.0,5.0,0.0,0.0,0.0,BR,2016,7,4,0,1,0,0,1
0.62,1.04,74.2,2,1.0,2016071681,0.0,0.0,2.0,1.0,0.0,0.0,0.0,BR,2016,7,4,1,0,0,1,0
0.04,3.15,85.7,1,1.0,2016071681,1.0,0.0,2.0,2.0,0.0,0.0,0.0,FB,2016,7,4,0,1,0,1,0
-0.95,2.11,87.1,1,1.0,2016071681,1.0,1.0,2.0,3.0,0.0,0.0,0.0,FB,2016,7,4,0,1,0,1,0
-1.08,2.8,87.3,1,1.0,2016071681,1.0,2.0,2.0,4.0,0.0,0.0,0.0,FB,2016,7,4,0,0,1,1,0
